competition,date,athlete,round,run,trick_order,trick_name,planned_trick,landed,coach_execution_rating,rag_rating,fail_reason,prev_trick_quality,run_completion_pct,run_score,coach_notes,overall_position_after_round
European Championships,24/10/2026,Noah Quinn,Qualification,2,16,Can Can,Can Can,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,17,Invert,Invert,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,18,360 Table,360 Table,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,19,Backflip Attempt,Backflip Attempt,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,20,Flair Attempt,Flair Attempt,Yes,6,Amber,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,21,720 Barspin Attempt,720 Barspin Attempt,Yes,7,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,22,Can Can Transfer,Can Can Transfer,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,23,Tuck No Hander,Tuck No Hander,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,24,Double Barspin,Double Barspin,Yes,6,Amber,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Qualification,2,25,Double Tailwhip Attempt,Double Tailwhip Attempt,Yes,6,Amber,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,1,360,360,Yes,7,Green,,N/A,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,2,Barspin,Barspin,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,3,720,720,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,4,Truck Driver,Truck Driver,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,5,Double Barspin,Double Barspin,Yes,5,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,6,Tabletop Air,Tabletop Air,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,7,Tailwhip,Tailwhip,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,8,Turn Down,Turn Down,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,9,X-Up Air,X-Up Air,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,10,Toboggan,Toboggan,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,11,One Hand Table,One Hand Table,Yes,7,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,12,Barspin Transfer,Barspin Transfer,Yes,7,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,13,360 Table,360 Table,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,14,Invert,Invert,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,15,Truck to Fakie,Truck to Fakie,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,16,No Hander,No Hander,Yes,7,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,17,Can Can,Can Can,Yes,8,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,18,Straight Air,Straight Air,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,19,Tailwhip Air,Tailwhip Air,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,20,Backflip Attempt,Backflip Attempt,No,0,Red,Too much front wheel drop,Low,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,21,720 Barspin Attempt,720 Barspin Attempt,No,0,Red,Speed loss after previous trick,Low,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,22,Flair Attempt,Flair Attempt,Yes,6,Amber,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,23,Can Can Transfer,Can Can Transfer,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,24,Tuck No Hander,Tuck No Hander,Yes,9,Green,,Good,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,1,25,Double Tailwhip Attempt,Double Tailwhip Attempt,No,0,Red,Could not reset after previous trick,Moderate,88,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,1,Barspin,Barspin,Yes,9,Green,,N/A,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,2,Truck Driver,Truck Driver,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,3,360 Tailwhip,360 Tailwhip,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,4,720,720,Yes,6,Amber,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,5,Barspin Transfer,Barspin Transfer,Yes,8,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,6,Tabletop Air,Tabletop Air,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,7,Turn Down,Turn Down,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,8,X-Up Air,X-Up Air,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,9,Toboggan,Toboggan,Yes,8,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,10,360,360,Yes,7,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,11,One Hand Table,One Hand Table,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,12,Tailwhip,Tailwhip,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,13,No Hander,No Hander,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,14,Straight Air,Straight Air,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,15,Truck to Fakie,Truck to Fakie,Yes,7,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,16,Can Can,Can Can,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,17,Invert,Invert,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,18,360 Table,360 Table,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,19,Backflip Attempt,Backflip Attempt,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,20,Flair Attempt,Flair Attempt,Yes,6,Amber,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,21,720 Barspin Attempt,720 Barspin Attempt,Yes,7,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,22,Can Can Transfer,Can Can Transfer,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,23,Tuck No Hander,Tuck No Hander,Yes,9,Green,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,24,Double Barspin,Double Barspin,Yes,6,Amber,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Semi-Final,2,25,Double Tailwhip Attempt,Double Tailwhip Attempt,Yes,6,Amber,,Good,100,95,Full run completed with no missed tricks,7
European Championships,24/10/2026,Noah Quinn,Final,1,1,360,360,Yes,8,Green,,N/A,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,2,Barspin,Barspin,Yes,9,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,3,720,720,Yes,4,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,4,Truck Driver,Truck Driver,Yes,6,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,5,Double Barspin,Double Barspin,Yes,6,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,6,Tabletop Air,Tabletop Air,Yes,9,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,7,Tailwhip,Tailwhip,Yes,9,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,8,Turn Down,Turn Down,Yes,6,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,9,X-Up Air,X-Up Air,Yes,7,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,10,Toboggan,Toboggan,Yes,7,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,11,One Hand Table,One Hand Table,Yes,8,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,12,Barspin Transfer,Barspin Transfer,Yes,8,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,13,360 Table,360 Table,Yes,9,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,14,Invert,Invert,Yes,5,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,15,Truck to Fakie,Truck to Fakie,Yes,6,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,16,No Hander,No Hander,Yes,8,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,17,Can Can,Can Can,Yes,9,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,18,Straight Air,Straight Air,Yes,9,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,19,Tailwhip Air,Tailwhip Air,Yes,5,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,20,Backflip Attempt,Backflip Attempt,No,0,Red,Speed loss after previous trick,Moderate,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,21,720 Barspin Attempt,720 Barspin Attempt,Yes,6,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,22,Flair Attempt,Flair Attempt,Yes,7,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,23,Can Can Transfer,Can Can Transfer,Yes,6,Amber,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,24,Tuck No Hander,Tuck No Hander,Yes,7,Green,,Good,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,1,25,Double Tailwhip Attempt,Double Tailwhip Attempt,No,0,Red,Loss of line after hard landing,Moderate,92,95,Poor execution on one trick appears to affect the next,7
European Championships,24/10/2026,Noah Quinn,Final,2,1,Barspin,Barspin,Yes,9,Green,,N/A,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,2,Truck Driver,Truck Driver,Yes,6,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,3,360 Tailwhip,360 Tailwhip,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,4,720,720,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,5,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,6,Tabletop Air,Tabletop Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,7,Turn Down,Turn Down,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,8,X-Up Air,X-Up Air,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,9,Toboggan,Toboggan,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,10,360,360,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,11,One Hand Table,One Hand Table,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,12,Tailwhip,Tailwhip,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,13,No Hander,No Hander,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,14,Straight Air,Straight Air,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,15,Truck to Fakie,Truck to Fakie,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,16,Can Can,Can Can,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,17,Invert,Invert,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,18,360 Table,360 Table,Yes,6,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,19,Backflip Attempt,Backflip Attempt,Yes,5,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,20,Flair Attempt,Flair Attempt,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,21,720 Barspin Attempt,720 Barspin Attempt,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,22,Can Can Transfer,Can Can Transfer,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,23,Tuck No Hander,Tuck No Hander,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,24,Double Barspin,Double Barspin,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Noah Quinn,Final,2,25,Double Tailwhip Attempt,Double Tailwhip Attempt,No,0,Red,Loss of line after hard landing,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,7
European Championships,24/10/2026,Mason Hart,Qualification,1,1,Backflip,Backflip,Yes,7,Green,,N/A,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,2,Tailwhip,Tailwhip,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,3,Superman,Superman,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,4,Truck Driver,Truck Driver,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,5,Flair,Flair,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,6,360,360,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,7,Tabletop Air,Tabletop Air,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,8,Barspin,Barspin,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,9,Turn Down,Turn Down,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,10,X-Up Air,X-Up Air,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,11,No Hander,No Hander,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,12,Can Can,Can Can,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,13,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,14,Truck to Fakie,Truck to Fakie,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,15,Straight Air,Straight Air,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,16,One Hand Table,One Hand Table,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,17,Tailwhip Air,Tailwhip Air,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,18,Backflip Seatgrab,Backflip Seatgrab,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,19,360 Table,360 Table,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,20,Tuck No Hander,Tuck No Hander,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,21,Cash Roll Attempt,Cash Roll Attempt,No,0,Red,Cased landing,Moderate,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,22,Flair Whip Attempt,Flair Whip Attempt,No,0,Red,Heavy landing reduced speed,Moderate,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,23,Double Barspin Attempt,Double Barspin Attempt,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,24,Invert,Invert,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,1,25,Opposite Flair Attempt,Opposite Flair Attempt,No,0,Red,Cased landing,Moderate,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,1,Backflip,Backflip,Yes,9,Green,,N/A,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,2,Tailwhip,Tailwhip,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,3,360,360,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,4,Superman Seatgrab,Superman Seatgrab,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,5,Truck Driver,Truck Driver,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,6,Flair,Flair,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,7,Tabletop Air,Tabletop Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,8,Barspin,Barspin,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,9,Turn Down,Turn Down,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,10,X-Up Air,X-Up Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,11,No Hander,No Hander,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,12,Can Can,Can Can,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,13,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,14,Truck to Fakie,Truck to Fakie,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,15,Straight Air,Straight Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,16,One Hand Table,One Hand Table,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,17,Tailwhip Air,Tailwhip Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,18,Backflip Seatgrab,Backflip Seatgrab,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,19,360 Table,360 Table,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,20,Tuck No Hander,Tuck No Hander,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,21,Cash Roll Attempt,Cash Roll Attempt,No,0,Red,Cased landing,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,22,Double Barspin Attempt,Double Barspin Attempt,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,23,Invert,Invert,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,24,Flair Whip Attempt,Flair Whip Attempt,Yes,6,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Qualification,2,25,Opposite Flair Attempt,Opposite Flair Attempt,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,1,Backflip,Backflip,Yes,7,Green,,N/A,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,2,Tailwhip,Tailwhip,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,3,Superman,Superman,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,4,Truck Driver,Truck Driver,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,5,Flair,Flair,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,6,360,360,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,7,Tabletop Air,Tabletop Air,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,8,Barspin,Barspin,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,9,Turn Down,Turn Down,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,10,X-Up Air,X-Up Air,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,11,No Hander,No Hander,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,12,Can Can,Can Can,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
European Championships,24/10/2026,Mason Hart,Semi-Final,1,13,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,5
